Customer Name,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status,Zone Desc,State,Channel,Designation,Manager,Resolution SLA (Mins),Resp SLA (Seconds),Resolution Catgory,Response SLA pass,Resolution SLA pass,week_label
ShopLite,2020-12-28 13:18:47,2020-12-28 13:28:21,2020-12-28 16:49:27,Line damage,Popoola,2020-12-28 21:26:40,Completed,Closed,South-South,DELTA,WebForm,Operator,Seun,201.1,574.0,Critical,fail,fail,week 53
Sahad,2020-12-21 09:18:29,2020-12-21 09:23:09,2020-12-21 13:50:26,Customers End,Atiku,2020-12-21 18:06:47,Completed,Closed,South-West,OGUN,WebForm,Operator,Victor,267.28,280.0,Critical,fail,fail,week 52
FoodCo,2020-12-24 10:53:23,2020-12-24 11:02:59,2020-12-24 14:40:08,Line damage,Sekina,2020-12-24 18:27:04,Completed,Closed,South-South,CROSS RIVER,WebForm,Operator,Victor,217.15,576.0,Critical,fail,fail,week 52
OneTres,2020-12-07 10:26:41,2020-12-07 10:33:51,2020-12-07 15:06:34,Uknown,Jonathan,2020-12-07 20:55:52,Completed,Closed,North-West,KANO,Email,Operator,Kerry,272.72,430.0,Critical,fail,fail,week 50
Trifarms,2020-12-09 09:48:15,2020-12-09 09:57:36,2020-12-09 15:35:24,Line damage,Brenda,2020-12-09 18:52:04,Completed,Closed,South-South,EDO,Email,Operator,Kerry,337.8,561.0,Critical,fail,fail,week 50
NTAS,2020-12-28 09:16:14,2020-12-28 09:16:26,2020-12-28 13:31:28,Customers End,Habeeb,2020-12-28 17:08:45,Completed,Closed,South-South,ANAMBRA,USSD,Operator,Victor,255.03,12.0,Critical,pass,fail,week 53
Dan,2020-12-04 12:23:45,2020-12-04 12:32:07,2020-12-04 16:44:42,Customers End,Amelia,2020-12-04 21:17:29,Completed,Closed,South-South,DELTA,Email,Operator,Kerry,252.58,502.0,Critical,fail,fail,week 49
Olando,2020-12-02 10:05:18,2020-12-02 10:12:05,2020-12-02 14:48:41,Uknown,Jonathan,2020-12-02 18:16:07,Completed,Closed,South-West,OYO,WebForm,Operator,Kerry,276.6,407.0,Critical,fail,fail,week 49
Jiji,2020-12-04 15:43:43,2020-12-04 15:50:22,2020-12-04 19:14:30,Customers End,Jennifer,2020-12-05 00:40:07,Completed,Closed,North-West,KEBBI,Social Media,Operator,Kerry,204.13,399.0,Critical,fail,fail,week 49
MIEC,2020-12-02 10:57:29,2020-12-02 11:01:45,2020-12-02 16:37:12,Routine Service,Jonathan,2020-12-02 22:07:23,Completed,Closed,South-South,DELTA,Email,Operator,Kerry,335.45,256.0,Critical,fail,fail,week 49
BetSan,2020-12-08 08:47:51,2020-12-08 08:52:02,2020-12-08 14:22:28,Line damage,Sherifat,2020-12-08 19:50:06,Completed,Closed,North-East,GOMBE,Phone Call,Operator,Victor,330.43,251.0,Critical,fail,fail,week 50
ShopLite,2020-12-20 13:52:01,2020-12-20 13:52:28,2020-12-20 19:18:12,Routine Service,Bola,2025-11-16 09:23:19,Active,Open,North-East,YOBE,USSD,Operator,Victor,325.73,27.0,Critical,fail,fail,week 51
ROCAD,2020-12-21 14:55:06,2020-12-21 15:00:44,2020-12-21 18:24:15,hardware failure,Jonathan,2020-12-21 21:42:43,Completed,Closed,South-South,DELTA,Chatbot,Operator,Kerry,203.52,338.0,Critical,fail,fail,week 52
Jacobs,2020-12-25 12:31:37,2020-12-25 12:42:22,2020-12-25 15:51:59,Customers End,Bola,2025-11-16 09:23:19,Active,Open,South-East,IMO,Email,Operator,Victor,189.62,645.0,Critical,fail,fail,week 52
BetSan,2020-12-03 15:41:02,2020-12-03 15:41:08,2020-12-03 18:56:53,Routine Service,Tunde,2020-12-03 22:16:17,Completed,Closed,South-South,DELTA,WebForm,Operator,Victor,195.75,6.0,Critical,pass,fail,week 49
CCD,2020-12-16 15:15:06,2020-12-16 15:17:35,2020-12-16 20:43:06,Customers End,Tunde,2025-11-16 09:23:19,Active,Open,North-Central,PLATEAU,WebForm,Operator,Victor,325.52,149.0,Critical,fail,fail,week 51
SupaTram,2020-12-12 13:27:57,2020-12-12 13:33:33,2020-12-12 17:45:35,Line damage,Habeeb,2020-12-12 23:11:18,Completed,Closed,North-Central,FCT ABUJA,USSD,Operator,Victor,252.03,336.0,Critical,fail,fail,week 50
CCD,2020-12-13 10:35:58,2020-12-13 10:46:14,2020-12-13 15:00:47,Customers End,Myers,2020-12-13 19:21:12,Completed,Closed,South-East,ENUGU,Phone Call,Operator,Kerry,254.55,616.0,Critical,fail,fail,week 50
BetSan,2020-12-05 13:10:35,2020-12-05 13:12:08,2020-12-05 16:46:21,Customers End,Tunde,2025-11-16 09:23:19,Active,Open,South-West,EKITI,USSD,Operator,Victor,214.22,93.0,Critical,fail,fail,week 49
Denna,2020-12-10 14:52:18,2020-12-10 14:56:44,2020-12-10 19:27:51,Customers End,Sola,2020-12-10 23:41:06,Completed,Closed,North-Central,KWARA,Social Media,Operator,Wale,271.12,266.0,Critical,fail,fail,week 50
ACCNI,2020-12-28 13:44:03,2020-12-28 13:49:22,2020-12-28 17:01:05,Support network failures,Sekina,2020-12-28 22:18:01,Completed,Closed,North-Central,KWARA,Email,Operator,Victor,191.72,319.0,Critical,fail,fail,week 53
Mikano,2020-12-12 12:13:35,2020-12-12 12:16:43,2020-12-12 16:32:11,Customers End,Bola,2020-12-12 21:23:03,Completed,Closed,North-West,KATSINA,WebForm,Operator,Victor,255.47,188.0,Critical,fail,fail,week 50
Jacobs,2020-12-03 10:47:59,2020-12-03 10:58:24,2020-12-03 16:04:49,Routine Service,Bola,2020-12-03 21:29:19,Completed,Closed,South-East,ABIA,Email,Operator,Victor,306.42,625.0,Critical,fail,fail,week 49
BetSan,2020-12-12 08:59:53,2020-12-12 09:03:01,2020-12-12 12:18:27,Line damage,Sekina,2020-12-12 17:38:07,Completed,Closed,North-West,KANO,USSD,Operator,Victor,195.43,188.0,Critical,fail,fail,week 50
Cdes,2020-12-15 14:23:28,2020-12-15 14:23:36,2020-12-15 19:47:15,hardware failure,Tunde,2020-12-16 01:25:31,Completed,Closed,North-West,KANO,USSD,Operator,Victor,323.65,8.0,Critical,pass,fail,week 51
BetSan,2020-12-10 09:13:43,2020-12-10 09:17:02,2020-12-10 13:25:36,Line damage,Amelia,2020-12-10 18:04:51,Completed,Closed,North-West,KANO,WebForm,Operator,Kerry,248.57,199.0,Critical,fail,fail,week 50
Denna,2020-12-24 10:04:40,2020-12-24 10:14:17,2020-12-24 13:22:33,Customers End,Brenda,2020-12-24 18:06:17,Completed,Closed,South-South,DELTA,Email,Operator,Kerry,188.27,577.0,Critical,fail,fail,week 52
Dan,2020-12-12 14:51:47,2020-12-12 14:57:23,2020-12-12 18:23:28,Line damage,Kola,2020-12-12 21:57:17,Completed,Closed,South-West,OYO,Social Media,Operator,Wale,206.08,336.0,Critical,fail,fail,week 50
Alumaco,2020-12-10 15:37:32,2020-12-10 15:44:56,2020-12-10 20:18:34,Customers End,Kingsley,2020-12-11 01:13:05,Completed,Closed,South-East,ENUGU,Chatbot,Operator,Kerry,273.63,444.0,Critical,fail,fail,week 50
FoodCo,2020-12-27 13:40:06,2020-12-27 13:47:35,2020-12-27 19:15:12,Customers End,Habeeb,2020-12-28 00:49:48,Completed,Closed,North-Central,BENUE,WebForm,Operator,Victor,327.62,449.0,Critical,fail,fail,week 52
Cdes,2020-12-15 08:02:00,2020-12-15 08:04:42,2020-12-15 11:41:20,Line damage,Tunde,2025-11-16 09:23:19,Active,Open,South-South,ANAMBRA,Social Media,Operator,Victor,216.63,162.0,Critical,fail,fail,week 51
Tonyson,2020-12-04 14:17:28,2020-12-04 14:20:38,2020-12-04 18:57:20,Routine Service,Boye,2025-11-16 09:23:19,Active,Open,North-Central,KOGI,USSD,Operator,Wale,276.7,190.0,Critical,fail,fail,week 49
ShopLite,2020-12-18 09:05:08,2020-12-18 09:11:17,2020-12-18 13:16:00,Line damage,Myers,2020-12-18 19:03:35,Completed,Closed,South-South,RIVERS,Email,Operator,Kerry,244.72,369.0,Critical,fail,fail,week 51
NTAS,2020-12-26 10:55:09,2020-12-26 10:56:50,2020-12-26 15:30:17,Customers End,Atiku,2020-12-26 20:54:08,Completed,Closed,North-Central,NASARAWA,Chatbot,Operator,Victor,273.45,101.0,Critical,fail,fail,week 52
Cassava,2020-12-17 12:03:21,2020-12-17 12:07:42,2020-12-17 17:17:48,Uknown,Goodluck,2020-12-17 21:06:10,Completed,Closed,North-East,BAUCHI,Phone Call,Operator,Kerry,310.1,261.0,Critical,fail,fail,week 51
Zercom,2020-12-16 10:41:55,2020-12-16 10:49:14,2020-12-16 16:22:57,Customers End,Atiku,2020-12-16 20:15:52,Completed,Closed,North-Central,KOGI,Social Media,Operator,Victor,333.72,439.0,Critical,fail,fail,week 51
SupaTram,2020-12-24 09:46:55,2020-12-24 09:55:29,2020-12-24 15:40:13,Line damage,Atiku,2020-12-24 19:14:02,Completed,Closed,South-South,DELTA,Social Media,Operator,Victor,344.73,514.0,Critical,fail,fail,week 52
Alumaco,2020-12-01 15:54:34,2020-12-01 15:55:51,2020-12-01 19:26:34,Routine Service,Jennifer,2020-12-01 23:45:16,Completed,Closed,South-West,OGUN,Social Media,Operator,Kerry,210.72,77.0,Critical,fail,fail,week 49
Jumlaa,2020-12-13 12:49:04,2020-12-13 12:50:52,2020-12-13 16:10:03,Line damage,Sekina,2020-12-13 21:26:43,Completed,Closed,North-Central,NASARAWA,WebForm,Operator,Victor,199.18,108.0,Critical,fail,fail,week 50
ValueNaija,2020-12-06 14:16:06,2020-12-06 14:26:27,2020-12-06 17:49:45,Line damage,Tunde,2020-12-06 22:25:35,Completed,Closed,North-West,JIGAWA,USSD,Operator,Victor,203.3,621.0,Critical,fail,fail,week 49
ShopLite,2020-12-10 14:04:08,2020-12-10 14:06:30,2020-12-10 17:16:09,Uknown,Tunde,2020-12-10 22:00:39,Completed,Closed,South-South,DELTA,Social Media,Operator,Victor,189.65,142.0,Critical,fail,fail,week 50
Goodies,2020-12-28 14:06:24,2020-12-28 14:07:01,2020-12-28 17:26:06,Customers End,Jennifer,2020-12-28 21:57:30,Completed,Closed,South-East,ENUGU,Phone Call,Operator,Kerry,199.08,37.0,Critical,fail,fail,week 53
Jacobs,2020-12-19 11:03:42,2020-12-19 11:11:58,2020-12-19 14:36:43,Customers End,John,2025-11-16 09:23:19,Active,Open,South-South,ANAMBRA,Chatbot,Operator,Victor,204.75,496.0,Critical,fail,fail,week 51
Cassava,2020-12-26 12:40:31,2020-12-26 12:48:08,2020-12-26 15:57:41,Customers End,Ore,2020-12-26 21:44:25,Completed,Closed,North-West,JIGAWA,Phone Call,Operator,Seun,189.55,457.0,Critical,fail,fail,week 52
BetSan,2020-12-09 15:24:38,2020-12-09 15:30:25,2020-12-09 20:53:11,Customers End,Kingsley,2020-12-10 00:35:01,Completed,Closed,South-South,ANAMBRA,WebForm,Operator,Kerry,322.77,347.0,Critical,fail,fail,week 50
Transnational,2020-12-04 14:10:46,2020-12-04 14:17:31,2020-12-04 19:27:08,Customers End,Habeeb,2020-12-04 23:52:03,Completed,Closed,North-East,GOMBE,Social Media,Operator,Victor,309.62,405.0,Critical,fail,fail,week 49
Jiji,2020-12-26 12:41:03,2020-12-26 12:46:13,2020-12-26 17:05:31,Customers End,Jonathan,2020-12-26 20:40:58,Completed,Closed,North-West,ZAMFARA,Phone Call,Operator,Kerry,259.3,310.0,Critical,fail,fail,week 52
BetSan,2020-12-27 15:29:10,2020-12-27 15:35:16,2020-12-27 19:02:37,Line damage,Atiku,2020-12-27 22:15:25,Completed,Closed,North-East,GOMBE,USSD,Operator,Victor,207.35,366.0,Critical,fail,fail,week 52
Sahad,2020-12-27 12:10:58,2020-12-27 12:15:14,2020-12-27 16:17:20,Line damage,Sherifat,2020-12-27 21:54:07,Completed,Closed,North-West,ZAMFARA,USSD,Operator,Victor,242.1,256.0,Critical,fail,fail,week 52
SupaTram,2020-12-11 12:20:53,2020-12-11 12:21:39,2020-12-11 17:29:22,Customers End,John,2020-12-11 21:58:42,Completed,Closed,South-South,RIVERS,Chatbot,Operator,Victor,307.72,46.0,Critical,fail,fail,week 50
Union,2020-12-27 12:16:46,2020-12-27 12:25:20,2020-12-27 16:49:41,Customers End,Sheg,2020-12-27 20:09:06,Completed,Closed,North-Central,KOGI,USSD,Operator,Seun,264.35,514.0,Critical,fail,fail,week 52
BetSan,2020-12-13 11:29:45,2020-12-13 11:40:19,2020-12-13 17:25:23,Customers End,Segun,2020-12-13 20:55:15,Completed,Closed,South-South,AKWA IBOM,USSD,Operator,Seun,345.07,634.0,Critical,fail,fail,week 50
Transnational,2020-12-08 11:42:06,2020-12-08 11:50:42,2020-12-08 15:17:55,Customers End,Habeeb,2020-12-08 19:35:51,Completed,Closed,South-East,ABIA,USSD,Operator,Victor,207.22,516.0,Critical,fail,fail,week 50
Gmicord,2020-12-19 08:02:58,2020-12-19 08:04:33,2020-12-19 13:36:36,Customers End,Tunde,2020-12-19 17:17:01,Completed,Closed,South-West,OSUN,WebForm,Operator,Victor,332.05,95.0,Critical,fail,fail,week 51
Cejex,2020-12-20 15:44:47,2020-12-20 15:53:08,2020-12-20 20:14:22,Customers End,Habeeb,2020-12-21 00:36:55,Completed,Closed,South-East,ENUGU,WebForm,Operator,Victor,261.23,501.0,Critical,fail,fail,week 51
Cejex,2020-12-21 11:48:55,2020-12-21 11:54:39,2020-12-21 17:09:45,Customers End,Sherifat,2020-12-21 22:41:41,Completed,Closed,South-East,ENUGU,Email,Operator,Victor,315.1,344.0,Critical,fail,fail,week 52
Jacobs,2020-12-24 15:19:44,2020-12-24 15:30:32,2020-12-24 19:44:37,Support network failures,Bola,2020-12-24 23:28:04,Completed,Closed,South-West,LAGOS,WebForm,Operator,Victor,254.08,648.0,Critical,fail,fail,week 52
BetBoss,2020-12-13 13:07:17,2020-12-13 13:18:02,2020-12-13 17:27:35,hardware failure,Kingsley,2020-12-13 22:46:21,Completed,Closed,North-East,YOBE,Email,Operator,Kerry,249.55,645.0,Critical,fail,fail,week 50
Jiji,2020-12-14 15:45:02,2020-12-14 15:51:40,2020-12-14 21:29:52,Customers End,Popoola,2020-12-15 00:52:42,Completed,Closed,South-South,ANAMBRA,Phone Call,Operator,Seun,338.2,398.0,Critical,fail,fail,week 51
BetSan,2020-12-18 11:54:57,2020-12-18 12:00:14,2020-12-18 15:30:39,Customers End,Brenda,2020-12-18 20:15:08,Completed,Closed,South-West,LAGOS,WebForm,Operator,Kerry,210.42,317.0,Critical,fail,fail,week 51
ShopLite,2020-12-03 13:35:01,2020-12-03 13:35:44,2020-12-03 17:50:52,Customers End,Paul,2020-12-03 21:44:06,Completed,Closed,North-West,KEBBI,Chatbot,Operator,Seun,255.13,43.0,Critical,fail,fail,week 49
Transnational,2020-12-18 11:33:21,2020-12-18 11:42:41,2020-12-18 15:54:19,Routine Service,Kingsley,2020-12-18 20:21:33,Completed,Closed,North-Central,KOGI,Email,Operator,Kerry,251.63,560.0,Critical,fail,fail,week 51
BetSan,2020-12-19 08:07:37,2020-12-19 08:13:05,2020-12-19 12:41:31,Line damage,Tunde,2020-12-19 16:09:19,Completed,Closed,North-West,KANO,Social Media,Operator,Victor,268.43,328.0,Critical,fail,fail,week 51
CenBank,2020-12-02 15:46:19,2020-12-02 15:48:57,2020-12-02 20:02:09,Customers End,Jonathan,2020-12-03 00:54:48,Completed,Closed,North-East,GOMBE,Chatbot,Operator,Kerry,253.2,158.0,Critical,fail,fail,week 49
CCD,2020-12-21 11:14:28,2020-12-21 11:20:55,2020-12-21 17:00:39,Customers End,Jennifer,2020-12-21 21:41:21,Completed,Closed,North-East,BORNO,Chatbot,Operator,Kerry,339.73,387.0,Critical,fail,fail,week 52
Lemway,2020-12-23 11:28:52,2020-12-23 11:29:04,2020-12-23 16:38:38,Customers End,Vitus,2020-12-23 21:26:34,Completed,Closed,South-South,EDO,Phone Call,Operator,Seun,309.57,12.0,Critical,pass,fail,week 52
Wichtech,2020-12-26 08:02:38,2020-12-26 08:07:12,2020-12-26 13:52:42,Support network failures,Sheg,2020-12-26 18:33:10,Completed,Closed,South-West,OYO,Chatbot,Operator,Seun,345.5,274.0,Critical,fail,fail,week 52
International,2020-12-15 10:48:24,2020-12-15 10:58:12,2020-12-15 14:06:45,Line damage,Fola,2020-12-15 17:42:02,Completed,Closed,South-West,OYO,Chatbot,Operator,Wale,188.55,588.0,Critical,fail,fail,week 51
Berger,2020-12-12 14:39:08,2020-12-12 14:44:45,2020-12-12 17:46:18,Customers End,Sherifat,2020-12-12 22:24:57,Completed,Closed,North-West,KANO,Social Media,Operator,Victor,181.55,337.0,Critical,fail,fail,week 50
BetSan,2020-12-22 13:51:43,2020-12-22 13:59:12,2020-12-22 19:15:51,Customers End,Sekina,2020-12-23 00:39:08,Completed,Closed,North-Central,NASARAWA,Email,Operator,Victor,316.65,449.0,Critical,fail,fail,week 52
Spreadweb,2020-12-16 13:26:56,2020-12-16 13:33:02,2020-12-16 18:46:04,Customers End,Popoola,2020-12-16 23:34:40,Completed,Closed,North-East,GOMBE,WebForm,Operator,Seun,313.03,366.0,Critical,fail,fail,week 51
Homebiz,2020-12-14 10:37:31,2020-12-14 10:47:42,2020-12-14 15:49:51,Customers End,Sherifat,2020-12-14 20:41:17,Completed,Closed,North-West,SOKOTO,Social Media,Operator,Victor,302.15,611.0,Critical,fail,fail,week 51
CCD,2020-12-04 09:51:49,2020-12-04 09:56:59,2020-12-04 15:10:03,Customers End,Brenda,2020-12-04 21:03:51,Completed,Closed,North-Central,BENUE,USSD,Operator,Kerry,313.07,310.0,Critical,fail,fail,week 49
BetSan,2020-12-23 08:12:30,2020-12-23 08:12:53,2020-12-23 13:56:57,hardware failure,Bola,2020-12-23 18:24:13,Completed,Closed,South-South,ANAMBRA,Email,Operator,Victor,344.07,23.0,Critical,fail,fail,week 52
ExcluDive,2020-12-04 13:51:02,2020-12-04 13:55:33,2020-12-04 18:28:50,Customers End,Sherifat,2020-12-05 00:09:31,Completed,Closed,North-West,KANO,Phone Call,Operator,Victor,273.28,271.0,Critical,fail,fail,week 49
ACCNI,2020-12-03 15:25:14,2020-12-03 15:29:33,2020-12-03 18:59:19,Routine Service,Habeeb,2020-12-04 00:19:50,Completed,Closed,South-South,ANAMBRA,USSD,Operator,Victor,209.77,259.0,Critical,fail,fail,week 49
ShopLite,2020-12-17 10:59:24,2020-12-17 11:00:34,2020-12-17 14:36:44,Line damage,John,2020-12-17 20:14:29,Completed,Closed,North-West,KATSINA,Chatbot,Operator,Victor,216.17,70.0,Critical,fail,fail,week 51
Jiji,2020-12-25 08:15:49,2020-12-25 08:16:57,2020-12-25 13:24:02,Line damage,Bola,2020-12-25 18:41:35,Completed,Closed,North-East,ADAMAWA,Chatbot,Operator,Victor,307.08,68.0,Critical,fail,fail,week 52
BetBoss,2020-12-23 14:47:46,2020-12-23 14:55:05,2020-12-23 20:09:29,Routine Service,Kola,2020-12-24 00:32:00,Completed,Closed,South-South,RIVERS,USSD,Operator,Wale,314.4,439.0,Critical,fail,fail,week 52
International,2020-12-15 13:16:06,2020-12-15 13:17:26,2020-12-15 17:36:49,Customers End,Sekina,2020-12-15 22:19:11,Completed,Closed,South-East,IMO,Phone Call,Operator,Victor,259.38,80.0,Critical,fail,fail,week 51
DailyCook,2020-12-20 09:15:42,2020-12-20 09:25:58,2020-12-20 12:32:01,hardware failure,Atiku,2020-12-20 16:00:17,Completed,Closed,South-South,DELTA,Chatbot,Operator,Victor,186.05,616.0,Critical,fail,fail,week 51
Pentacept,2020-12-12 12:31:02,2020-12-12 12:33:08,2020-12-12 16:46:27,Customers End,Bola,2020-12-12 22:36:56,Completed,Closed,South-East,IMO,Chatbot,Operator,Victor,253.32,126.0,Critical,fail,fail,week 50
Computek,2020-12-03 13:48:46,2020-12-03 13:54:05,2020-12-03 17:26:18,Customers End,Habeeb,2020-12-03 22:18:51,Completed,Closed,North-Central,PLATEAU,USSD,Operator,Victor,212.22,319.0,Critical,fail,fail,week 49
Union,2020-12-21 09:49:28,2020-12-21 09:49:44,2020-12-21 14:10:09,Support network failures,Amelia,2020-12-21 17:44:56,Completed,Closed,North-East,BORNO,Phone Call,Operator,Kerry,260.42,16.0,Critical,fail,fail,week 52
Dan,2020-12-17 09:51:28,2020-12-17 09:51:52,2020-12-17 13:21:16,Customers End,John,2025-11-16 09:23:19,Active,Open,South-South,EDO,Chatbot,Operator,Victor,209.4,24.0,Critical,fail,fail,week 51
Computek,2020-12-23 14:20:27,2020-12-23 14:27:37,2020-12-23 19:58:40,Routine Service,Atiku,2020-12-24 00:47:35,Completed,Closed,South-South,RIVERS,Email,Operator,Victor,331.05,430.0,Critical,fail,fail,week 52
ExcluDive,2020-12-18 14:20:35,2020-12-18 14:24:42,2020-12-18 19:33:00,Customers End,Bola,2025-11-16 09:23:19,Active,Open,South-South,ANAMBRA,Chatbot,Operator,Victor,308.3,247.0,Critical,fail,fail,week 51
BetSan,2020-12-18 09:07:02,2020-12-18 09:09:40,2020-12-18 12:45:28,Line damage,Sheg,2020-12-18 16:36:47,Completed,Closed,North-East,BORNO,Chatbot,Operator,Seun,215.8,158.0,Critical,fail,fail,week 51
CCD,2020-12-20 14:02:37,2020-12-20 14:06:47,2020-12-20 17:30:54,hardware failure,Kingsley,2020-12-20 22:00:26,Completed,Closed,North-Central,NIGER,Phone Call,Operator,Kerry,204.12,250.0,Critical,fail,fail,week 51
Pentacept,2020-12-12 08:46:12,2020-12-12 08:49:51,2020-12-12 12:02:35,Line damage,Paul,2020-12-12 16:30:31,Completed,Closed,South-South,BAYELSA,Chatbot,Operator,Seun,192.73,219.0,Critical,fail,fail,week 50
ShopLite,2020-12-01 11:23:24,2020-12-01 11:25:00,2020-12-01 17:10:32,Line damage,Goodluck,2020-12-01 21:54:16,Completed,Closed,South-West,OYO,WebForm,Operator,Kerry,345.53,96.0,Critical,fail,fail,week 49
Arik,2020-12-09 14:15:29,2020-12-09 14:20:58,2020-12-09 17:40:29,Line damage,Bola,2025-11-16 09:23:19,Active,Open,North-East,GOMBE,Email,Operator,Victor,199.52,329.0,Critical,fail,fail,week 50
Dang,2020-12-19 12:25:12,2020-12-19 12:27:22,2020-12-19 16:49:06,Line damage,Jonathan,2020-12-19 20:43:41,Completed,Closed,South-West,OGUN,Email,Operator,Kerry,261.73,130.0,Critical,fail,fail,week 51
Transnational,2020-12-24 09:10:18,2020-12-24 09:20:30,2020-12-24 14:34:58,Customers End,Habeeb,2020-12-24 17:51:29,Completed,Closed,South-East,ENUGU,WebForm,Operator,Victor,314.47,612.0,Critical,fail,fail,week 52
Cejex,2020-12-26 15:52:23,2020-12-26 16:00:33,2020-12-26 21:14:47,Customers End,Habeeb,2020-12-27 02:54:32,Completed,Closed,South-West,EKITI,USSD,Operator,Victor,314.23,490.0,Critical,fail,fail,week 52
BetSan,2020-12-13 13:19:44,2020-12-13 13:23:53,2020-12-13 17:04:40,Uknown,Popoola,2020-12-13 20:38:06,Completed,Closed,North-West,KANO,WebForm,Operator,Seun,220.78,249.0,Critical,fail,fail,week 50
SupaTram,2020-12-08 10:31:38,2020-12-08 10:39:04,2020-12-08 14:51:38,Customers End,Sekina,2025-11-16 09:23:19,Active,Open,South-South,CROSS RIVER,Phone Call,Operator,Victor,252.57,446.0,Critical,fail,fail,week 50
BetSan,2020-12-22 12:19:54,2020-12-22 12:23:38,2020-12-22 18:08:07,Customers End,Bola,2020-12-22 22:31:02,Completed,Closed,North-West,KADUNA,Chatbot,Operator,Victor,344.48,224.0,Critical,fail,fail,week 52
Honeywell,2020-12-01 11:56:05,2020-12-01 11:59:47,2020-12-01 17:10:19,Routine Service,Habeeb,2020-12-01 20:27:01,Completed,Closed,South-South,RIVERS,Chatbot,Operator,Victor,310.53,222.0,Critical,fail,fail,week 49
Marketsquare,2020-12-10 13:13:28,2020-12-10 13:18:50,2020-12-10 18:50:07,Line damage,Mary,2025-11-16 09:23:19,Active,Open,North-Central,KWARA,Social Media,Operator,Wale,331.28,322.0,Critical,fail,fail,week 50
Gmicord,2020-12-12 09:21:07,2020-12-12 09:30:26,2020-12-12 14:52:45,Routine Service,Myers,2020-12-12 20:39:21,Completed,Closed,North-East,TARABA,Email,Operator,Kerry,322.32,559.0,Critical,fail,fail,week 50
Gmicord,2020-12-16 13:44:26,2020-12-16 13:54:02,2020-12-16 19:36:18,Line damage,Atiku,2020-12-17 00:18:39,Completed,Closed,South-West,LAGOS,WebForm,Operator,Victor,342.27,576.0,Critical,fail,fail,week 51
Marketsquare,2020-12-01 14:17:23,2020-12-01 14:17:51,2020-12-01 17:52:28,Customers End,Vitus,2020-12-01 21:14:57,Completed,Closed,South-South,RIVERS,Social Media,Operator,Seun,214.62,28.0,Critical,fail,fail,week 49
Cdes,2020-12-18 09:56:12,2020-12-18 10:05:21,2020-12-18 15:08:45,Uknown,John,2020-12-18 19:50:06,Completed,Closed,North-Central,FCT ABUJA,Chatbot,Operator,Victor,303.4,549.0,Critical,fail,fail,week 51
Dan,2020-12-12 08:11:44,2020-12-12 08:16:57,2020-12-12 11:24:34,Customers End,Myers,2020-12-12 14:43:29,Completed,Closed,South-East,ENUGU,WebForm,Operator,Kerry,187.62,313.0,Critical,fail,fail,week 50
Dan,2020-12-03 08:33:55,2020-12-03 08:43:42,2020-12-03 12:58:28,Routine Service,Jennifer,2020-12-03 18:20:20,Completed,Closed,South-East,IMO,WebForm,Operator,Kerry,254.77,587.0,Critical,fail,fail,week 49
PrinceLine,2020-12-04 14:00:25,2020-12-04 14:06:03,2020-12-04 19:32:41,Customers End,Tunde,2020-12-05 00:27:04,Completed,Closed,South-South,RIVERS,USSD,Operator,Victor,326.63,338.0,Critical,fail,fail,week 49
Diamond,2020-12-16 11:36:27,2020-12-16 11:45:14,2020-12-16 16:27:50,Customers End,Tunde,2020-12-16 20:01:43,Completed,Closed,North-Central,NIGER,Email,Operator,Victor,282.6,527.0,Critical,fail,fail,week 51
Transnational,2020-12-07 09:24:01,2020-12-07 09:29:41,2020-12-07 13:45:53,Routine Service,Segun,2020-12-07 18:06:22,Completed,Closed,South-South,RIVERS,WebForm,Operator,Seun,256.2,340.0,Critical,fail,fail,week 50
NPS,2020-12-09 13:11:58,2020-12-09 13:15:27,2020-12-09 18:16:10,Routine Service,Sekina,2020-12-09 21:59:54,Completed,Closed,North-Central,KOGI,Phone Call,Operator,Victor,300.72,209.0,Critical,fail,fail,week 50
Jara,2020-12-22 11:50:29,2020-12-22 11:50:57,2020-12-22 16:22:29,Customers End,Sola,2020-12-22 20:35:24,Completed,Closed,North-East,YOBE,USSD,Operator,Wale,271.53,28.0,Critical,fail,fail,week 52
Pentacept,2020-12-08 12:24:57,2020-12-08 12:35:25,2020-12-08 18:05:51,Line damage,Sherifat,2020-12-08 22:25:27,Completed,Closed,North-East,GOMBE,Phone Call,Operator,Victor,330.43,628.0,Critical,fail,fail,week 50
Transnational,2020-12-02 12:02:20,2020-12-02 12:03:58,2020-12-02 15:17:25,Customers End,Kingsley,2020-12-02 19:09:16,Completed,Closed,North-East,BORNO,Phone Call,Operator,Kerry,193.45,98.0,Critical,fail,fail,week 49
CCD,2020-12-24 12:33:06,2020-12-24 12:35:21,2020-12-24 17:49:06,Customers End,Jennifer,2020-12-24 23:36:59,Completed,Closed,South-East,ENUGU,Email,Operator,Kerry,313.75,135.0,Critical,fail,fail,week 52
Dan,2020-12-21 09:14:46,2020-12-21 09:23:01,2020-12-21 13:24:27,Routine Service,Mary,2020-12-21 18:13:56,Completed,Closed,South-West,OYO,Social Media,Operator,Wale,241.43,495.0,Critical,fail,fail,week 52
